address,categories,city,country,name,reviews.rating,reviews.text
1 Wenonah Park Pl,"Conventions Conferences & Trade Shows,Wedding Receptions & Parties,Convention & Meeting Facilities & Services,Hotels",Bay City,US,Doubletree By Hilton Hotel Bay City - Riverfront,5,"Great place, great stay!"
1 Wenonah Park Pl,"Conventions Conferences & Trade Shows,Wedding Receptions & Parties,Convention & Meeting Facilities & Services,Hotels",Bay City,US,Doubletree By Hilton Hotel Bay City - Riverfront,5,"Second time staying here. Had a river room. This is a very nice hotel with a great friendly staff that makes your feel welcomed and takes care of your stay. Nice large rooms with a good view (3rd floor) of the river and walking distance to a number of restaurants (city hall, 101 bar about half block or so). From... More"
14 Silver Run Ln,"Cabins,Resorts & Vacation Cottages,Hotels,Hotels & Motels,Cabin Cottage & Chalet Rental,Resorts,Motels,Cottages & Cabins",Yellville,US,Silver Run Cabins,5,"My wife and I were greeted by the owner with a smile that lasted our whole stay of 4 days. There is plenty to see in the area, even in mid November. Very quiet and peaceful. Very clean cabins. We plan on going back with the entire family for a spring or summer getaway on the Buffalo River."
135 Route 28,Hotels,West Yarmouth,US,Tidewater Inn,5,Great Cape motel close to everything we wanted to see and do. About an hour from Provincetown. Only complaint is beds were aweful very very hard.
375 Main St,"Hotels,Hotel",Waterville,US,Best Western Plus Waterville Grand Hotel,3,"The hotel was comfortable.  It appeared to be popular with workers and truckers.  Families appeared to like the indoor swimming pool, which I did not use.  The restaurant appeared to be a place where contractors went."
101 Travel Center Blvd,"Resorts & Vacation Cottages,Hotels,Hotels & Motels,Accommodations & Lodging,Inns,Vacation Packages",Dublin,US,La Quinta Inn & Suites Dublin,4,Great value. Very clean. Folks are friendly and efficient. Employees are also very helpful. They are also pet friendly. And you can't tell that pets have been there before you!! Food choices within walking distance. Well lit parking lot.
457 Mountain Village Blvd,Hotels,Telluride,US,Mountain Lodge At Telluride - A Noble House Resort,4,"had a great time, great location. Be prepared to take gondola into town because the hotel shuttle doesn't take you there."
2597 Holiday Rd,Hotels,Coralville,US,Americinn Coralville,3,Our Air conditioner didn't work very good. Was uncomfortable and muggy. There were no towels in the pool. The pop machine was out of several products.
1 Wenonah Park Pl,"Conventions Conferences & Trade Shows,Wedding Receptions & Parties,Convention & Meeting Facilities & Services,Hotels",Bay City,US,Doubletree By Hilton Hotel Bay City - Riverfront,5,Laura at the front desk answered all our questions and was so helpful. She made the stay wonderful. The hotel was very clean and quite. The view from the room was peaceful. Comfortable beds and bedding. I would stay here again when traveling in the area
375 Main St,"Hotels,Hotel",Waterville,US,Best Western Plus Waterville Grand Hotel,4,"The Best Western Plus brand is consistently decent, and this hotel did not disappoint. It was nice to have a fridge and microwave in the room- a huge plus!"
2645 N W Inlet Ave,"Hotels,Lodging,Hotel,Motels",Lincoln City,US,Pelican Shores Inn,5,"very clean, had a great time at the indoor pool. The hotel staff went above and beyond to make sure your experience was pleasant. Continental breakfast was great. loved that they had a flat screen tv in both the licing room and the bedroom. Easy to connect wi-fi."
2707 Veterans Ave,"Travel & Transport,Hotels,Hotels & Motels",Vandalia,US,Ramada Vandalia,3,"Just an overnight stay halfway to my destination. Delightful service at desk, but a funny cooking smell as I went to my room. Room faced west, so it was extremely hot even in October. Turned the AC on high and it never cooled. Outside side door was propped open when I went to get ice. Room was quiet, but AC was so loud anything could have been going on. Won't be going back."
13600 N W 2nd St,Hotels,Fort Lauderdale,US,La Quinta Inn and Suites Sunrise,4,"The manager that checked us in explained the reason why there are 2 La Quintas right next to each other without disparaging either. She found us a good rate with our AAA card and recommended their lovely pool. The room was large, clean and pleasant. Best of all, IKEA is right next door, and we had a fun evening (including... More"
345 Chestnut St,"Hotel,Hotels",Morgantown,US,The Chestnut Boutique Hotel,3,"Well the hotel has a cool vibe and the price is reasonable. My initial impression was, Wow, this is really interesting. But after staying overnight, we noticed the details: under the built-in furniture, layers of unvacuumed dust prevail with an occasional piece of food(!) groovy upholstered reptile-print faux-leather headboard is staple-gunned to wall and the staples are plainly in view... More"
1 Wenonah Park Pl,"Conventions Conferences & Trade Shows,Wedding Receptions & Parties,Convention & Meeting Facilities & Services,Hotels",Bay City,US,Doubletree By Hilton Hotel Bay City - Riverfront,5,"If you want the perfect place to stay, this is it. Everything was wonderful, from check in to check out. The staff is extremely friendly and helpful. The hotel and rooms are very clean and a nice view of the river."
1 Wenonah Park Pl,"Conventions Conferences & Trade Shows,Wedding Receptions & Parties,Convention & Meeting Facilities & Services,Hotels",Bay City,US,Doubletree By Hilton Hotel Bay City - Riverfront,4,Stayed here while passing through. Only a few miles from the interstate and located downtown on the river. Hotel entrance was a bit challenging for Waze GPS but I still managed to find it. Free parking is well lit and plentiful. Super clean room and bath. Room service was fast and food was excellent. Service was fast and friendly. Highly... More
1700 Eighth St N W,"Hotel,Hotels",Austin,US,Americinn Lodge Suites Austin,1,"My bf and I stayed at the Americinn last weekend. It was supposed to be a .. Promantic getaway :). I booked us a hot tub room. Sounds good, right Ahhhh, not at this place. The tub runs for about 20 min and stops. Ok, first night we thought it's broken or something. No biggie, right Ok, next day we're... More"
1700 Skibo Rd,Hotels,Fayetteville,US,Hampton Inn Fayetteville Fort Bragg,3,"The night was great until it was time to take a shower. There were ants coming out of the walls. Everywhere. It was crazy the amount of ants. When I told the hotel about it they said that it must have been from the rain the night before and couldn't do anything for me because I purchased the room on hotels.com and not from there. What ever you do, don't stay in rm 114"
100 Holiday Dr,Hotels,Portland,US,Holiday Inn Express & Suites Portland,5,Nothing too fancy but was clean and comfortable. Loved the shower and the kids loved the pool. Small stain on chair (see picture). No bed bugs (we checked before unpacking). Close to Walmart and wing bar.
33 Deadwood St,"Casinos,Hotels,American Restaurants,Wedding Reception Locations & Services,Meeting & Event Planning Services",Deadwood,US,Martin Mason Hotel,5,"The Martin Mason Hotel was built in 1893. The rooms have the historic feel of Old Deadwood. It's charms are mitigated by some of the old traditions ( sink in bedroom). However, we loved our suite, the location, and the convenient parking. The day manager was warm, inviting, and extremely helpful. We left some exercise equipment, which she mailed that... More"
7550 W State Road 84,Hotels,Fort Lauderdale,US,Extended Stay America - Fort Lauderdale - Davie,3,"Stayed one night for business. Great location, walk to nearby restaurants (although the sidewalks for the area are not to code)."
345 Chestnut St,"Hotel,Hotels",Morgantown,US,The Chestnut Boutique Hotel,5,"I'd recommend this hotel to anyone! I've never taken the time to give a place a review, but this hotel deserves it. Whether for business to pleasure, you won't be let down. Thank you for such an enjoyable experience!!!!"
8040 Oliver Rd,"Hotel,Hotels",Erie,US,Solstice,2,"I have stayed at this hotel a few times and will not do so again. Our last trip to this hotel was so disappointing. The room was tired looking. The staff looked tired and uninterested. The breakfast was tasteless. No more yogurt, or fresh fruit. The waffles tasted like cardboard. This is the last time I will stay here."
457 Mountain Village Blvd,Hotels,Telluride,US,Mountain Lodge At Telluride - A Noble House Resort,5,"This is the second time I have stayed here over Memorial Day weekend. It's a beautiful location on the mountain. We were upgraded to a larger one bedroom condo which was nice. Only complaint was due to loud noises that occurred off and on throughout day time hours (sounded like furniture being moved over and over above us). It was only during he day, so not a tremendous issue."
